X74x Magenta CRTG High BSD Return;Supplies;24B5702;1000; 81,21 
X74x Yellow CRTG High BSD Return;Supplies;24B5703;1000; 81,21 
X79x Black CRTG Extra BSD Return;Supplies;24B5835;1000; 43,00 
X79x Black CRTG Extra BSD Return;Supplies;24B6022;1000; 41,50 
X79x Cyan CRTG Extra BSD Return;Supplies;24B5832;1000; 121,50 
X79x Cyan CRTG Extra BSD Return;Supplies;24B6018;1000; 99,60 
X79x Magenta CRTG Extra BSD Return;Supplies;24B5833;1000; 121,50 
X79x Magenta CRTG Extra BSD Return;Supplies;24B6019;1000; 99,60 
X79x Yellow CRTG Extra BSD Return;Supplies;24B5834;1000; 121,50 
X79x Yellow CRTG Extra BSD Return;Supplies;24B6021;1000; 99,60 
X86x 1-Pack PC High BSD;Supplies;19Z0023;1000; 40,00 
X86x Black Toner Cartridge High Regular;Supplies;19Z0022;1000; 35,00 
X925 Black CRTG High BSD;Supplies;24Z0037;1000; 32,57 
X925 Cyan CRTG High BSD;Supplies;24Z0034;1000; 43,72 
X925 Magenta CRTG High BSD;Supplies;24Z0035;1000; 43,72 
X925 Yellow CRTG High BSD;Supplies;24Z0036;1000; 43,72 
X95x Black CRTG Extra BSD;Supplies;22Z0008;1000; 28,15 
X95x Cyan CRTG Extra BSD;Supplies;22Z0009;1000; 80,00 
X95x Magenta CRTG Extra BSD;Supplies;22Z0010;1000; 80,00 
X95x Yellow CRTG Extra BSD;Supplies;22Z0011;1000; 80,00 
